Post ID,Post Message,Type,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Average time video viewed,Lifetime Video length
1277547548992987_2090698047677929,Congrats to our two newly recruited Graphics Designers Ishrakul Munzerin Shayekh Sakif. Everyone was given a task to combine romance with tech. Two of them nailed it. We still need one motion graphics Designer. Good at After effects and one video editing software (Ex: Wondershare or Priemere pro).,Photo,2019-02-20 07:32:15,96,111,1,1,1,0,18,13,1,0,0,0,0,0,0
1277547548992987_2084595438288190,"AUST IDC is the official club partner of ""DUCC Presents- IPDC Young Professional Summit 2019""  is a unique opportunity for the young rising stars to gain knowledge, interact with senior industries, corporate and social leaders and broaden network. This particular event brings together eminent corporate, industrial and social personalities, respectable resources from and beyond the boundary to provide the incumbents' resources from a holistic direction on their future to do’s and don’ts of being a professional.  We would like to invite our members to join this mega-summit to broaden both their knowledge and network.  And kudos to Dhaka University Career Club(DUCC) for arranging such an event.  Last Date of Registration: 22nd Feb 2019 Registration link: https://goo.gl/forms/puRLf5nc50rEan4u1  Event link : https://www.facebook.com/events/407946873108377/?active_tab=child """,Link,2019-02-16 08:38:48,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2076452602435807,Hurry up AUST IDCians!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Seats are filling up faster than your anticipation.......,Link,2019-02-11 08:20:55,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2076380685776332,"Building bridges with popsicles to a robot following black and white lines with infrared sensors,MindSparks'19 had it all.One of the most diverse multi-departmental competition in the history of tech and business events in Bangladesh.With over a thousand participants across the country,Mindsparks saw the beauty of technology unravel alongside business data charts.Come along with us,as we have a glimpse of the first international event organised by AUST Innovation and Design Club.  We express our gratitude to team Cognizance for collaborating with us and adding extra colours to the event and all the sponsors for being with us. <3 https://www.facebook.com/mindsparksidc/videos/391412791404980/?tn-str=k*F",SharedVideo,2019-02-11 07:19:00,1258,1791,147,127,168,0,1747,1227,146,0,0,210,226,0,172521
1277547548992987_313294432875119,"Hi there! welcome to the complete innovation zone AUSTIDC. AUST IDC is an open platform for all the students where students from any department can share their ideas and creativity and work on them to make it into reality! The past activities of AUST IDC are  👉workshop on Graphics Designing(Illustrator and Photoshop), LFR, Basic python, Solid Works, Full stack web development & freelancing, Line Follower. 👉Seminar on Entrepreneurship, Robotics and Artificial Intelligence, Skills for the Innovator's Mindset, Higher studies in USA: AUSTian's Journey, Career on IOT by Datasoft. 👉An intra university Tech Competition called Innoventure. 👉An intra university Poster Competition called Poster Maestro. In the previous month, AUST IDC team launched a massive event called Mindsparks19 first ever inter-university and college tech/biz competition which is combining segments from almost all departments in the field on engineering/business of AUST in association with IIT, Roorkee, India. Our present members are getting some benefits such as, 👉A chance to volunteer the different events  👉get certificates based on your works 👉It helps to develop your technical skills. 👉It helps to develop your communication skills  👉It helps to become a corporate one! 👉Find extracurricular opportunities. 👉It provides you with different career opportunities.  👉Some of our next projects this month include:      1. Graphics Design Workshop.      2. IPDC_Under Unbounders Season - 3, A Management Trainee Recruitment Program by IPDC Finance Limited_AUST     3. Dhaka University Career Club presents IPDC Young Professional Summit 2019  Adventure awaits for fresher's! Join now.  Registration deadline: 13th February 2019 #REGISTRATION_LINK 👉https://docs.google.com/forms/d/e/1FAIpQLScw8RXFXUKfN96ub0d2RpEEU_Y5_SMw8X221DaE8G2UesD0xQ/viewform",Video,2019-02-07 08:54:29,5335,8676,588,497,790,0,4203,2310,329,201,217,1448,1851,7760,44859
1277547548992987_2066149903466077,Yet another wonderful feature of MindSparks 19: An Inter University & College Tech Competition <3  Thanks to the amazing publishing team of Daily Bonik Barta ( বণিক বার্তা ),Photo,2019-02-04 04:54:45,8,8,0,0,0,0,4,4,0,0,0,0,0,0,0
1277547548992987_2064326153648452,Special thanks to Roar বাংলা for featuring MindSparks 19: An Inter University & College Tech Competition <3  https://www.facebook.com/RoarInBangla/photos/a.182597205518614/641678346277162/?type=1&theater,Photo,2019-02-02 21:47:58,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2062910443790023,MindSparks'19 completed successfully. This is AUST IDC reaching new benchmarks on national levels <3 https://samakal.com/todays-print-edition/tp-khobor/article/1902288/%E0%A6%86%E0%A6%B9%E0%A7%8D%E2%80%8C%E0%A6%9B%E0%A6%BE%E0%A6%A8%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A7%9F-%E0%A6%AE%E0%A6%BE%E0%A6%87%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A6%B8%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A6%BF%E0%A6%A4%E0%A6%BE,Link,2019-02-01 22:30:44,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2052509154830152,3 more days till the big event!Are you ready?,Link,2019-01-26 05:16:17,373,524,48,46,59,0,490,353,48,0,0,43,48,0,69541
1277547548992987_2044840005597067,https://m.facebook.com/story.php?story_fbid=288803258422477&id=181842489118555,Photo,2019-01-21 02:50:58,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2042275935853474,"***Dear Freshers of AUST,this post is specifically for you kids! We have been getting a lot of texts,calls regarding AUST IDC membership in the past few days. Fact is,we have been a bit tangled up in the upcoming big event that we lacked a little bit in letting you know about our recruitment policies.So here is a detailed post answering all queries we received.If you have any further query,you can let us know in the comments,we will get back to you very soon.  1. What is AUST IDC?  - AUST IDC is an open platform for all the students where students from any department can share their ideas and creativity and work on them to make it into reality! One and only tech/Biz club in AUST with more than 2000 members.  2.What are the past activities of aust idc?  -The past activities of AUST IDC are  : 👉workshop on Graphics Designing(Illustrator and photoshop), LFR, Basic python, Solid Works, Full stack web development & freelancing, Line follower. 👉Seminar on Entrepreneurship, Robotics and Artificial Intelligence, Skills for the Innovator's Mindset, Higher studies in USA: AUSTian's Journey, Career on IOT by Datasoft. 👉Two intra university Competitions named called Poster Maestros and Innoventure and a national event named Engenius.  **All of these in just last 3 semesters!!!Whoa!Pretty damn active right? B|   3.What is the Idc team focusing on right now?  - Right now, AUST IDC team is focusing on a massive event called Mindsparks19,the first ever inter-university and college tech/biz competition which is combining segments from almost all departments in the field on engineering/business of AUST in association with IIT, Roorkee, India.  4.What awaits for the freshers this semester and beyond? - Our present members are getting some benefits such as, 👉chance to volunteer the different events  👉get certificates based on their works 👉it helps to develop their communication skills  👉helps to become a corporate one! 👉Find extracurricular opportunities 👉 Attend workshops and seminars on things they want to learn for free!   ***And an awesome ID cardddddd!!!!!Yaaay!!!  ****HOW TO BECOME AN AUSTIDC MEMBER? *****  An IDC booth has been set up in the plaza last thursday and will continue for a week where any student of aust looking to being an IDC member to join the cool community,will have to pay a registration fee of 100 taka to earn life time membership!!  YES!!   100 TAKA for lifetime membership!Whoa!(It might change in the near future,but yeah thats the protocol atleast for this semester) :3  So if you want to be a member look for a red pvc poster in the plaza with a booth!Fill up the form and be a part of the cool community. 😎😎😎  #AUSTIDC #WHEREMINDSCOLLIDE",Photo,2019-01-19 09:48:28,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0
1277547548992987_2041946862553048,"Hello Tech enthusiasts, here are the two days scheduled for MindSparks19. Fasten your seatbelts and get ready for one of the biggest Inter university tech/biz competition. After 5 pm today no registration will be cancelled.  Registration deadline: 20.1.2019 Until 11:59pm",Photo,2019-01-19 05:34:15,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2041632645917803,"In case you people haven't already noticed,the poster presentation has been opened for university level as well!! So prepare your posters,showcase your talents and win an awesome prizepool!",Photo,2019-01-19 00:42:08,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2037682252979509,"The last date of submission is 24th of January. For more information, keep an eye on our page.  #For_Magazine_Advertising_Contact_with_US",Photo,2019-01-16 07:47:12,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2037613869653014,"Hello AUSTians! ""Registration & Payment booth for MindSparks19 and General Member Recruitment"" will be open from tomorrow at 9:30 am to 5:00 pm at AUST Plaza. https://www.facebook.com/mindsparksidc/photos/gm.1260562410758291/286988638603939/?type=3&theater",Photo,2019-01-16 06:50:23,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_2036150703132664,"Thanks, everyone for being with us all this time. We're reopening our registration from now. #MindSparks19 #IdeationIntoExistence #AUST_IDC",Photo,2019-01-15 06:58:35,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1277547548992987_593705921079059,Hope the new year brings you a peaceful and fun-filled year ahead. Stay blessed everyone. Happy New Year 2019 Song credit: Fearless Motivation - I Refuse to Surrender,Video,2018-12-31 09:57:19,3245,4871,242,174,272,0,2894,1860,128,31,34,664,784,6794,103887
1277547548992987_2526332714114458,সবাইকে শারদীয় শুভেচ্ছা,Photo,2019-10-07 22:56:36,5343,8079,368,167,233,4,4534,2549,208,0,0,0,0,0,0
1277547548992987_2434308456650218,AUSTIDC is ready to change the usual segments of Tech Events at AUST. Are you ready too for the most unique Intra-University Tech Event at AUST?  Fasten your seat belts. It's time for the most fascinating ride at AUST.  It's time for #Innoventure19 where students of all the departments unite together to compete against each other. #Innoventure19 #AUSTIDC #AUST  Music Credit: GANGSTA. OP - Instrumental Version | ギャングスタ OP「Renegade」  event link in the first comment,Video,2019-08-26 10:25:05,6655,13282,516,436,705,0,6892,2693,360,174,208,1643,2341,5288,47320
1277547548992987_2415461191868278,"Beloved AUSTians, so far all of got the news of our upcoming Tech event that is INNOVENTURE 19 where AUST IDC is going to introduce some new and unique segments that never happened in any tech event of AUST.   For a better response in our event, we like to conduct 2 days workshop(between 25th august to 28th august) on different segments. The workshops details will be uploaded soon.   Please ensure your seat keeping mind your academic routine. If your presence is uncertain, please don't waste other's opportunities that will help that particular.",Status,2019-08-20 06:12:43,2815,4723,217,140,167,0,3258,1867,190,0,0,0,0,0,0
1277547548992987_2410966038984460,Keep calm. The most awaited Intra-AUST tech event is coming.,Video,2019-08-19 00:39:26,7790,16793,923,754,1164,0,8559,3081,548,1114,1244,2855,4028,4907,14255
1277547548992987_2383700045044393,May Allah grant our sacrifice. Our sacrifice will be worth it if we share it with the poor. In sha Allah we'll look after that.   EID MUBARAK,Photo,2019-08-11 07:56:14,5187,8670,381,161,217,0,5369,2912,269,0,0,0,0,0,0
1277547548992987_2373403739407357,All of you are invited   #battle_of_minds,Photo,2019-08-05 09:15:25,2871,4582,256,162,222,0,3656,2228,236,0,0,0,0,0,0
1277547548992987_2369735166440881,"We are very glad to announce to you that, AUST IDC  arranged an orientation program for freshers ""tomorrow (4th august, 2019)"". those who have registered both this semester and previous semester are cordially invited.  This session will start at 3.30 pm in the VC seminar room.   Welcome to the family.",Photo,2019-08-03 06:16:59,5343,8771,355,271,386,0,5459,2839,294,0,0,0,0,0,0
1277547548992987_2356180821129649,"Congratulations to ""Team Optimus Prime MLT"" for securing 1st Runner Up position at GPH Ispat - Esho Robot Banai.",Video,2019-07-26 11:49:52,3714,5915,401,263,392,0,3990,2341,322,425,473,1155,1478,5411,15323
1277547548992987_2355409064540158,"Keep your eyes on ""Channel I"" today for the grand finale of ""এসো রোবট বানাই"", the first-ever robotics reality show.  AUSTIDC selected four of the best teams from AUST to join the biggest robotics reality show. Four teams compete for the glory together until the round of 18. And then three of them reached the top 9. Now in the Grand Finale today at 7:35 pm two teams out of four ""TEAM REFLEX"" and ""TEAM OPTIMUS PRIME MLT"" from AUST will fight for the glory for the last time.   Wish them all the best.",Photo,2019-07-26 02:56:05,3867,6025,319,197,252,0,3517,2127,243,0,0,0,0,0,0
1277547548992987_2350595781688153,"AUSTIDC congratulates **Team Primus** on their achievement of Formula Student for winning ""ALLAN STAINFORTH AWARD FOR BEST NEWCOMER 2019"" and ""RACE TECH SPIRIT OF FORMULA STUDENT AWARD 2019"".   Team Primus achieved such a huge success by building the car within a span of only 2 years. This is a pride for Bangladesh and mostly AUST.   AUSTIDC encourages these talents and vows to stand by them at every possible time.",Photo,2019-07-23 09:12:46,19865,31586,1444,831,1121,0,8812,4105,674,0,0,0,0,0,0
1277547548992987_2343346875746377,"We are tremendously delighted to see such a huge response from you all. But many of you have missed out. So, we have decided to extend the registration deadline by one more week through online, starting from today.  https://forms.gle/EymjdJD6YbG3aehp8  **please follow the instructions given on the form for registration process completion.    **Those who were unable to give their photos, please send your photos to this email ID: ssbushra.24@gmail.com **Do mention your serial number(receipt no) in the email.",Link,2019-07-19 07:19:16,2341,3267,161,126,190,0,2312,1601,131,0,0,0,0,0,0
1277547548992987_2331978576883207,"From tomorrow In sha Allah, the recruitment process of general members (spring 2019) will start.  Please bring  ***one passport size photo*** and  ***100 tk*** for registration purpose.   Welcome to #AUSTIDC_WHERE_MINDs_COLLIDE",Photo,2019-07-13 09:44:31,4775,7665,236,150,217,0,4072,2267,182,0,0,0,0,0,0
1277547548992987_2329854427095622,"**Dear Freshers of AUST,this post is specifically for you kids!  We have been getting a lot of texts,calls regarding AUST IDC membership in the past few days. The wait is over now.   1. What is AUST IDC? - AUST IDC is an open platform for all the students where students from any department can share their ideas and creativity and work on them to make it into reality! One and only tech/Biz club in AUST with more than 2000 members.  2.What are the past activities of aust idc? -The past activities of AUST IDC are : 👉workshop on Graphics Designing(Illustrator and photoshop), LFR, Basic python, Solid Works, Full stack web development & freelancing, Line follower, quadcopter building. 👉Seminar on Entrepreneurship, Robotics and Artificial Intelligence, Skills for the Innovator's Mindset, Higher studies in USA: AUSTian's Journey, Career on IOT by Datasoft. 👉Two intra university Competitions named called Poster Maestros and Innoventure and two national events named Engenius and MINDSPARKS 19 in association with IIT, Roorkee, India  **All of these in just last 4 semesters!!!Whoa!Pretty damn active right?  B|  3.What is the Idc team focusing on right now? - Right now, AUST IDC team is focusing on a intra university tech event called INNOVENTURE 19 , where the segments will be unleashed that never happened before in AUST. 4.What awaits for the freshers this semester and beyond? - Our present members are getting some benefits such as, 👉chance to volunteer the different events  👉get certificates based on their works 👉it helps to develop their communication skills  👉helps to become a corporate one! 👉Find extracurricular opportunities 👉 Attend workshops and seminars on things they want to learn for free! ***And an awesome ID card. ****HOW TO BECOME AN AUSTIDC MEMBER? ***** An IDC booth will be set up in the plaza from 14th july, Sunday and will continue for 3 days where any student of aust looking to being an IDC member to join the cool community,will have to pay a registration fee of 100 taka to earn life time membership!!  So if you want to be a member, look for a  pvc poster in the plaza with a booth! Fill up the form given and be a part of the cool community. 😎😎😎 #AUSTIDC #WHEREMINDSCOLLIDE",Photo,2019-07-12 08:14:04,6769,11994,681,522,701,0,5587,2395,400,0,0,0,0,0,0
1277547548992987_2975912132489845,"RAMADAN MUBARAK, people 😁 May Allah grant our supplications and forgive us for all our sins. May He keep us healthy and stable in these hard times. Let us all pray Tarawih prayers inside and spend this Ramadan with complete patience and Ibadat in our homes.  #RamadanMubarak #StayHome #StaySafe",Photo,2020-04-25 05:48:57,2851,3797,246,90,105,0,2775,2138,193,0,0,0,0,0,0
1277547548992987_2974182369329488,"An hour-long online session named, ""Communication Skills Development 1.0""  was organized by AUST Innovation and Design Club. The session was held on ZOOM on April 23, 2020. It commenced at 7 PM with 30 participants.   Our heartfelt gratitude towards Tanzina Tarique, Manager-Corporate Affairs and CSV at Nestle, for conducting such a zestful and engaging session.  “With better communication skills, you’ll be able to make your stories more interesting. The more interesting it is, the more people will be willing to listen” is exactly what our speaker described. Not only did she share some insightful tips about communication but also shared how she ameliorated her own communication skills by giving examples from her own experience. At the last phase, there was a question and answer session for 20 minutes.",Photo,2020-04-24 10:54:16,2792,3591,264,225,313,1,2183,1670,212,0,0,0,0,0,0
1277547548992987_2946053702142355,"""Winners of different segment of MINDSPARKS 20""  🇧🇩 #MindSparks #Cognizance 🇮🇳 #MindSparks2020 #Cognizance2020 #IdeationIntoExistence  #EccentricityOfExcellence #AUST_IDC",Photo,2020-04-12 08:53:17,1326,1662,280,247,360,0,1585,1269,258,0,0,0,0,0,0
1277547548992987_2930593473688378,"Greetings, QUARANTINED beings! We know you are getting super bored by being home-bound. But for the sake of ourselves and the whole community, we need to keep our mental state strong and fight this crucial time by staying indoors.  This is a great opportunity for all of us to boost up our skills and make our lazy days a bit productive. AUST IDC brings you an ONLINE SERIES to enhance your communication skills. We will try to cover up the following:  1. How to face interviews 2. How to write a CV or Job Letter 3. Career orientation  Each session will be carried out by people working in the HR sector of different reputable companies.   Stay tuned for further updates on our series.  #StayHome #StaySafe",Status,2020-04-05 08:25:34,7162,10714,849,756,887,1,4181,2335,518,0,0,0,0,0,0
1277547548992987_2908771589203900,AUST Innovation and Design Club updated their status.,Status,2020-03-26 09:06:43,540,736,18,13,16,0,661,478,17,0,0,0,0,0,0
1277547548992987_2908597592554633,"AUST Innovation and Design Club organized for the second time, MindSparks, an inter university and college tech-biz competition, which has been one of the biggest competitions of the country. MindSparks 20 was held on the 14th and 15th of March, 2020.   The event has collaborated with Indian Institute of Technology, Roorkee, India as the previous year.   The segments of this year were: MATLAB challenge, Engineering Olympiad, Techno CAD, Truss challenge, Innovation challenge, Soccer Bot, Quad Racing, Poster Presentation and Hardware Project Showcasing. Among which the winners of Techno CAD, Quad Racing, Poster Presentation and Hardware Project Showcasing will get a chance to directly take part in Cognizance of IIT, Roorkee.   There was an additional fun segment, the Pi segment, to celebrate “Pi Day” which was on 14th March.  The program was inaugurated on the first morning by Prof. Dr. Bobby Barua, President of AUST IDC, through the flight of a drone. There were about 1200 students from 34 different universities and colleges, surpassing last year. The prize money was 280,000 Taka.  The two-day event passed with much zeal and enthusiasm of the participants, guests and visitors. MindSparks 20 ended with the closing ceremony held on the evening of 15th March, leaving many memories and a promise to come back next year.  Appreciations to our title sponsor CST, cosponsor Globe and Banglamark, food partner GoGreen, ice cream partner Igloo, photography partner Bridal Snap, news and media partner Bonik Barta and Shomokal, radio partner Jago FM and City FM, digital partner Toggle (the Daily Star), drone partner Rotor Solution, electronics partner Green Electronics and outreach partner Youth Opportunities.",Photo,2020-03-26 07:54:10,3578,5315,872,822,1180,0,3166,1828,556,0,0,0,0,0,0
1277547548992987_2901009369980122,MindSparks 20 has been featured in the Daily Bonik Barta ❤️,Link,2020-03-22 23:48:54,1091,1268,310,73,88,0,1187,1024,180,0,0,0,0,0,0
1277547548992987_2899568456790880,"Hello to all the members of AUST IDC. Hope everybody is doing fine. Everybody is aware of the current COVID situation and the effects are doing to the different parts of the world. Among the founding members and first committee panel of AUST IDC 4 of them are currently pursuing Masters in Germany and 1 is pursuing a Masters in Australia. They are actively seeing the devastation and the dangers of this COVID virus. In those first world countries, the rates of affected people are increasing at an exponential rate. They are all following the rules of home quarantine and staying most of the time in a single room. And they all urge to all of 7943 members to try your best to stay at home without urgent works. Wash your hands with soap if there's a lack of sanitizer, try to avoid things that might make you catch a cold, drink warm waters/drinks, if you are going out using public transport you can wear one time gloves while in the transport. Don't go for fun as the educational institute is closed and you are bored. The students living abroad are staying in their room alone for the last 2 weeks if you feel bored and want to go out please consider them that they are living alone without any family members. In this quarantine time period, we hope you spend time with your family members and loved ones. We all hope if you follow simple rules the rate can be lowered. If you think you are young and the risks are low for you still we will ask you to look who is in your home. Think while you have the time. May Allah help us all and keep you and your family safe. #stay_safe",Status,2020-03-22 08:15:04,1915,2508,166,131,153,0,2014,1480,144,0,0,0,0,0,0
1277547548992987_2887568484657544,***The winner of Pi Game*** ***Ashik Rahman*** ***147 digit in 1 miniute ***,Photo,2020-03-17 01:47:43,2132,2318,321,242,331,0,1918,1784,270,0,0,0,0,0,0
1277547548992987_2881534358594290,"• Grand Finale: March 15, 2020 at VC Seminar Room • Reporting Time: 9.00 AM sharp! • Prize Giving Ceremony will start by 3.00 PM tomorrow at Prof. M. H. Khan Auditorium, AUST.",Photo,2020-03-14 07:29:12,542,610,33,32,35,0,532,473,31,0,0,0,0,0,0
1277547548992987_2879750285439364,"পুরো ক্যাম্পাস সেজেছে পাই নাম্বারে,ছবি তুলতে হলেও একবার আসতে হবে কিন্তু এই প্রাণের ক্যাম্পাসে❤️"" #MINDSPARKS20 loading......",Photo,2020-03-13 10:48:16,9458,10602,1023,608,793,0,4259,3684,697,0,0,0,0,0,0
1277547548992987_2878760498871676,"""Pi Game is Open for All students and Teachers""",Status,2020-03-13 00:06:03,2096,2328,151,97,109,1,1558,1422,131,0,0,0,0,0,0
1277547548992987_2877341525680240,"This is an utmost pleasure for us to announce Youth Opportunities as our ""Official Outreach Partner"" of MindSparks 2020.",Photo,2020-03-12 08:02:50,593,650,19,17,22,0,553,512,19,0,0,0,0,0,0
1277547548992987_2874890942591965,"Meet the organizers of MindSparks 2020, who are working diligently all day and night to arrange a wholesome event! ⚡  #MindSparks20 #AUSTIDC #IdeationIntoExistence",Status,2020-03-11 04:46:45,988,1012,197,190,372,0,936,923,191,0,0,0,0,0,0
1277547548992987_2873357949411931,"""পাই (π) এর মান 3.14 বলে প্রতি বছর মার্চের ১৪ তারিখ পাই দিবস উদযাপন করা হয়। AUST IDC এর উদ্যোগে এমনই এক আকর্ষণীয় সেগমেন্ট থাকছে MINDSPARKS20 এর এবারের আয়োজনে।  পাই গেমের খেলা হবে ক্যাম্পাসে, দশমিকের পরে কত ঘর লিখতে পারো,দেখিয়ে দাও তোমার দক্ষতা। সময় থাকবে মাত্র ১ মিনিট। ১মিনিটে তুমি কয়টা লিখছো পাই এর ডিজিট?"" *** রেজিস্টেশন হবে অন স্পট***",Video,2020-03-10 10:14:26,8595,11147,1051,955,1202,0,3716,2467,509,363,382,2715,3438,8740,67546
1277547548992987_2872790429468683,AUST Innovation and Design Club,SharedVideo,2020-03-10 04:57:06,806,868,70,66,99,0,792,753,67,0,0,175,183,0,1358464
1277547548992987_2871341819613544,"রহস্যে ঘেরা পাই!  পাই একটি ধ্রুবক সংখ্যা, বৃত্তের পরিধিকে এর ব্যাস দিয়ে ভাগ করলে পাই এর মান পাওয়া যায়। এর মান ৩.১৪১৬ । পাই একটি মূলদ সংখ্যা হওয়ায় এর মান দশমিকের পর কখনো শেষ হয় না। এতটুকু তথ্য আমরা হয়তো সকলেই জানি।  কিন্তু কিছু লোক আছে যারা এতটুকুতে ক্ষান্ত নয়, তারা (π) এর মান মুখস্ত বলাকে বিশ্ব রেকর্ডের পর্যায়ে নিয়ে গেছে। এর মধ্যে স্বীকৃত পাইয়ের মান বলার রেকর্ড হলো দশমিক এর পর ৬৭,৮৯০ ঘর, যার অধিকারী চীনের ২৪ বছর বয়স্ক স্নাতক ছাত্র লু চাও।  বাংলাদেশেও এর ব্যতিক্রম নয়, আমাদের সকলের কাছে ""অংক ভাইয়া"" নামে পরিচিত বুয়েটের চমক ভাইও পাই এর মান দশমিক এর পর প্রায় ৫০০ ঘরের মতো বলতে পারে।  এমনকি পাই (π) এর মান 3.14 বলে প্রতি বছর মার্চের ১৪ তারিখ পাই দিবস উদযাপন করা হয়।  AUST IDC এর উদ্যোগে এমনই এক আকর্ষণীয় সেগমেন্ট থাকছে MINDSPARKS20 এর এবারের আয়োজনে।  ""পাই গেমের খেলা হবে ক্যাম্পাসে, দশমিকের পরে কত ঘর লিখতে পারো,দেখিয়ে দাও তোমার দক্ষতা। সময় থাকবে মাত্র ১ মিনিট। ১মিনিটে তুমি কয়টা লিখছো পাই এর ডিজিট?"" *** রেজিস্টেশন হবে অন স্পট***",Photo,2020-03-09 11:08:53,6893,7879,716,650,831,0,2943,2376,404,0,0,0,0,0,0
1277547548992987_2870977579649968,Hear about MindSparks 20: An Inter University and College Tech Competition on City FM 90.6 !! ⚡,SharedVideo,2020-03-09 07:49:31,964,996,139,129,159,0,953,926,136,0,0,213,228,0,1806507
1277547548992987_2870712939676432,"**MindSparks 2020: Innovation Challenge**  Congratulations to the selected TOP 30 teams! Team leaders have been emailed already with detailed proceedings.   Please, check and confirm  your slot by 11.59 PM, 10 March, 2020.  Hurry up!!",Status,2020-03-09 05:18:48,450,482,10,8,8,0,429,402,10,0,0,0,0,0,0
1277547548992987_2869216413159418,***Hurry Up*** ***Only two days Left for Registration in MindSparks***,Photo,2020-03-08 11:25:42,508,548,13,11,12,1,492,459,13,0,0,0,0,0,0
1277547548992987_2869045896509803,This ladies are pride of AUST IDC. They are leading their team and their contribution to idc is remarkable.    #Happy_Womens_day  Yes we are celebrating late. Because this ladies are working hard for MINDSPARKS 20. ❤❤,Photo,2020-03-08 09:55:20,2411,2524,301,174,251,1,2190,2104,279,0,0,0,0,0,0
1277547548992987_2868647959882930,It takes few minutes to complete your registration! Why lagging to be late?   Do it now: http://mindspark20.aamarpay.com,Photo,2020-03-08 06:22:07,415,443,18,16,19,0,396,369,16,0,0,0,0,0,0
1277547548992987_2868267056587687,"Top 30 teams have to confirm their slots by paying registration fee within 11.59 PM, 10 March, 2020. Remember, the timeline will NOT be extended further.  If you miss this deadline to pay your reg fee, then your team will be disqualified.  **Reg. Link: http://mindspark20.aamarpay.com  **WAITING Teams MUST NOT PAY, unless we ask their team leaders to do so. It is suggested that the team leaders remain available over phone calls and emails.  **MOST IMPORTANTLY, stay updated on this event page! Each and every update will be posted here.",Photo,2020-03-08 01:08:33,596,635,65,64,83,0,585,548,63,0,0,0,0,0,0
1277547548992987_2866826060065120,"Evolution 360 Presents "" Idea Innovation Contest"" powered By Interactive Cares, in affiliation with AUST Design & Innovation Club cordially invites all students of AUST   to attend the Idea Innovation Contest.  Please stay tuned to our event page to know more about the competition's details. Registration Deadline is 15 March. Registration Link : http://bit.ly/IdeaGenerationContest2020",Photo,2020-03-07 08:15:14,870,920,54,44,63,0,806,762,49,0,0,0,0,0,0
1277547548992987_2864823890265337,"We, ""AUST Innovation and Design Club"" are proud to announce our club partner from KU (ECE discipline) - ""ROUTER"".  Teams affiliated with our partner clubs will receive a 10% discount on the registration fee. affiliated Teams are encouraged to contact club members for the reference code discount.  -------- • Event Date: 14th (Saturday) & 15th (Sunday) March, 2020. • Reg. Deadline (Innovation Challenge): March 5, 2020 • Reg. Deadline (All Other Segments): March 10, 2020  • Rulebooks of all segments: https://drive.google.com/…/1g1cE-7S8i8cvCW2Oftnvj97Cgh1EA_JH  • Registration link for participants of Innovation Challenge ONLY: https://forms.gle/JMP7pQBo4qX9a5gL6  • Registration link for ALL OTHER SEGMENTS: http://mindspark20.aamarpay.com Image may contain: one or more people and indoor",Photo,2020-03-06 09:11:21,559,587,19,16,21,0,501,478,19,0,0,0,0,0,0
1277547548992987_2864610686953324,Updated Schedule of MindSparks 2020!,Photo,2020-03-06 07:20:11,285,299,10,10,14,0,262,250,10,0,0,0,0,0,0
1277547548992987_2864051130342613,"We regret for the inconvenience to the registered participants who can not participate in accordance to the updated program schedule.  You're requested to CLAIM YOUR REFUND within 11.59 PM, 12 March, 2020.  • Refund Application Link: https://forms.gle/gf1zEsZHuBpK8U829",Photo,2020-03-06 01:48:38,455,479,30,29,39,0,441,418,30,0,0,0,0,0,0
